verse_number,english_verse,translation_verse
10,"I have told the people that you, Lord, will punish them, but they just laugh and refuse to listen.","Nwa yeɛ ndwudwo ngyire ye mmɔ ye kɔkɔ maa otie ɔ? Nea, batuatua bɛ so, bɛngora bɛnde dwirɛ. Nea, AWURADE dwirɛ ne te ngorohoɛ dwirɛ ma bɛ; bɛ nye ngye ye nwo."
11,"Your anger against Judah flames up inside me, and I can't hold it in much longer. The Lord's Anger Will Sweep Everyone Away The Lord answered: Don't hold back my anger! Let it sweep away everyone— the children at play and all adults, young and old alike.","Yiti AWURADE ahonehulɛ ne wawura me nu tɛkyɛ bɔ mengora me nwo so hyɛ ɔ. “Ngɔfa me yaa piri ne ngɔhɔ ngwadaa so wɔ mmorɔnoɛ nemɔ aso, yeɛ mmerandeɛ kure ne aso; ofikyɛ bɛkɔhye biaa ne ɔye po, yeɛ nworowaa ne mmenia bɔ banyi paa ɔ koso."
12,"I'll punish the people of Judah and give to others their houses and fields, as well as their wives. I, the Lord, have spoken.","Na b’awuro mɔ kɔɔyɛ mmeni foforɛ deɛ, bɔ bɛ boo mɔ ne bɛ ye mɔ boka so ɔ; ofikyɛ ngɔtengyɛ me sa wɔ aseɛ ne aso ama bɛ so,” AWURADE noa dwirɛ ɛne."
13,"Everyone is greedy and dishonest, whether poor or rich. Even the prophets and priests cannot be trusted.","Ofikyɛ ofi bɛ nu kwahweabaa mɔ so bɔ ɔkwaadwu bɛ nu titire paa mɔ so ɔ, apoobɔlɛ ali ebiala ti; ofi ngɔmhyɛlɛniɛ so bɔ ɔkwaadwu ɔsɔfo so po, ebiala nga nahorɛ."
14,All they ever offer to my deeply wounded people are empty hopes for peace.,"Bande bɛ nye bammia me maen ye ngena mɔ. Na bɛnwa, ‘Asomdwee oo, asomdwee oo,’ wɔ aberɛ bɔ asomdwee nne berɛ ɔ."
15,"They should be ashamed of their disgusting sins, but they don't even blush. And so, when I punish Judah, they will end up on the ground, dead like everyone else. I, the Lord, have spoken. The People of Judah Rejected God's Way of Life","Akyiwadeɛ nningyein bɔ bɛyɔle ne, aso ɔyɛle bɛ animguaseɛ? Daabi, wanyɛ bɛ nya koraa, bɛ nye ammɔ bɛ dwɛ po. Yiti bɛ koso bɛkɔtotɔ wɔ mmenia bɔ bɛtotɔ nemɔ anu. Mmerɛ bɔ ngɔhwe bɛ so ne, bekowuwu, AWURADE noa dwirɛ ɛne."
16,"The Lord said: My people, when you stood at the crossroads, I told you, “Follow the road your ancestors took, and you will find peace.” But you refused.","Bɔ AWURADE kã hɔ ɛhe: “Ɛ́mɔgyina atee nemɔ aso, ná ɛ́mɔnea; ɛ́mɔbisa bɛ́pena tete atimbire nemɔ, nekaa bɔ atee paa ne la ne, ná ɛ́mɔfa so, amaa ɔnate so ɛmɔanya nwomelelɛ bama ɛmɔ kra. Nakoso bɛnwa, ‘Yɛngɔfa so.’"
17,"I also sent prophets to warn you of danger, but when they sounded the alarm, you paid no attention.","Asa koso, nyeyele awɛmvoɛ kyɛ bɛbɔ ɛmɔ kɔkɔ kyɛ, ‘Ɛ́mɔtie totorobɛndo ne hulɛ ne!’ Nakoso bɛnwa, ‘Yɛngotie.’"
18,"So I tell all nations on earth, “Watch what I will do!","Yiti, amaenmaen mɔ, ɛ́mɔtie, ná mmenia bɔ bayia nu, ɛ́mɔnwu nikyee bɔ ɔkɔto bɛ ɔ."
19,"My people ignored me and rejected my laws. They planned to do evil, and now the evil they planned will happen to them.”","Ao aseɛ, tie! Nea, mebaaprapra musue megua maen he aso; bɛ yɔleɛ ne, mmaa bɔ wasu hɔ ɛne, ofikyɛ bandie me noa dwirɛ, na me mmeraa koso, bapo."
20,"People of Judah, you bring me incense from Sheba and spices from distant lands. You offer sacrifices of all kinds. But why bother? I hate these gifts of yours!","Ɛyɛɛ bɔ bɛ ne ye fi Hyeba bɛba, yeɛ ayirefona bɔ bɛ ne ye fi dedeede maen bie aso bɛba ne, aso bɛ nwo le mvasoɛ ma me? Me nye ngye ɛmɔ ɛyeralɛ afɔleɛ nemɔ anwo, yeɛ ɛmɔ afɔleɛ mɔ koso bɛnzɔ me nye."
21,"So I will put stumbling blocks in your path, and everyone will die, including parents and children, neighbors and friends. An Army from the North","Yiti bɔ AWURADE kã hɔ ɛhe: ‘Tie, ngɔfa sundidua ngɔto maen he anyunu, bɔ seɛ mɔ ne mmaa mɔ bɛkɔfofo so bekofi ase ɔ; na abiɛngoɛ mɔ ne adamvoa mɔ bekowuwu.’ ”"
22,"The Lord said, “Look toward the north, where a powerful nation has prepared for war.","Yiti bɔ AWURADE kã hɔ ɛhe: “Tie, mmenia bie fi sorɔ dɔ aseɛ ne aso bɛ́ba, maen piri bie kodwɔso kofi aseɛ noa dɔ paa."
23,"Its well-armed troops are cruel and never show mercy. Their galloping horses sound like ocean waves pounding on the shore. This army will attack you, lovely Jerusalem.”","Betiratira agyaen ne pealɛɛ; bɛ ti anu yɛ se, na bɛnze anwumvoin; bɛ komvi bobɔ nu kyɛ ɛpo asorɔkye, bɛtete mbɔngɔ so. Ao Sion awa brasua, baboa bɛ nwo bɛba wɔ so kyɛ mmenia bɔ bɛkɔ koɛ ɔ!”"
24,"Then the people said, “Just hearing about them makes us tremble with fear, and we twist and turn in pain like a woman giving birth.”","Yate sɔ dwirɛ ne, y’abasa nu agoho; ahunundetelɛ atɔ yɛ so, na yɛnwu yealɛ kyɛ brasua bɔ wafo aworɛ so ɔ."
25,"The Lord said, “Don't work in your fields or walk along the roads. It's too dangerous. The enemy is well armed","Nnɛma ɛmɔkɔ buro, yeɛ nnɛma ɛmɔnate atee so; ofikyɛ pɔfoɛ nemɔ ngrandɛ ne ahunundetelɛ bapɛ ɛmɔ nwo amukoraa bayia."
26,"and attacks without warning. So mourn, my people, as though your only child had died. Wear clothes made of sackcloth and roll in the ash pile.” The Lord's People Must Be Tested The Lord said:","Ao, me maen awa brasua, kera ɛsɛen tena, munumunu wɔ nwo wɔ nzoen nu, ná sũ hahii kyɛ esu bahorɛ ɔ, bɔ awuye yealɛ paa, ofikyɛ mvum nu yeɛ sɛkyefoɛ ne kɔwa yɛ so ɔ."
28,"And you'll find they are hard like bronze and iron. They are stubborn rebels, always spreading lies. *","Bɛ mukoraa bɛte asoserɛfoɛ bɔ bayɛ lɔen ɔ, bɛnate bedi nzekure; bɛte kɔɔbere ne buralɛ, bɛ mukoraa bɛte ngondombofoɛ."
26,But you have ignored me and become even more stubborn and sinful than your ancestors ever were! Slaughter Valley The Lord said:,"nakoso bandie me dwirɛ, yeɛ bandɛ me so, na mmom bɛsoale bɛ kɔme so kyeinn. Bɛyɔle bɔ ɔtte mayee bɛtrale bɛ nana mɔ."
6,"Stop taking advantage of foreigners, orphans, and widows. Don't kill innocent people. And stop worshiping other gods.","sɛ ɛmɔanhyɛ ɛwɔfoɛ mɔ, nyisiaa ne akunafoɛ mmrasua mɔ so, sɛ ɛmɔanga mogya bɔ odi be ɔ bangua wɔ wa, ná ɛmɔanzo nyameɛ foforɛ mɔ bamva banha ɛmɔ nwo a,"
4,"Don't fool yourselves! My temple is here in Jerusalem, but that doesn't mean I will protect you.","Nnɛma ɛ́mɔfa ɛmɔ wora bewura ngondombo dwirɛ hemɔ anu: ‘AWURADE asɔneyɛɛ sua ne, AWURADE asɔneyɛɛ sua ne, AWURADE asɔneyɛɛ sua ne ɛhe.’"
5,I will keep you safe only if you change your ways and are fair and honest with each other.,"Ofikyɛ sɛ ɛmɔsesã ɛmɔ atee bɔ ɛmɔnate so, ɔne ɛmɔ yɔleɛ nahorɛ nu, sɛ ɛmɔbua mmenia afia ndɛen bɔ ɔtengyɛ,"
7,Then I will let you enjoy a long life in this land I gave your ancestors.,"ye de ngɔma ɛmɔkɔtena wa, aseɛ bɔ daa ne mva mane ɛmɔ nana mɔ afebɔɔ ne aso."
8,But just look at what is happening! You put your trust in worthless lies.,“Nakoso ngondombo dwirɛ bɔ ɔmmoka ɛmɔ ne yeɛ ɛmɔfa ɛmɔ nwo bɛto so ɔ.
9,"You steal and murder; you lie in court and are unfaithful in marriage. You worship idols and offer incense to Baal, when these gods have never done anything for you.","Aso ɛmɔkowua, ɛmɔkoli awue, ɛmɔkɔsɛkye agyaa, ɛmɔkɔta ngondombo ndaen, ɛmɔkɔyera ɛyɛɛ bɛkɔma Baal, ɛmɔkoli nyameɛ foforɛ mɔ bɔ ɛmɔnze bɛ ɔ bɛ si,"
10,And then you come into my temple and worship me! Do you think I will protect you so that you can go on sinning?,"ná afei ɛmɔagyina me nyunu wɔ awuro ye bɔ me dumaa la so ɔ ye anu, ná ɛmɔahã kyɛ, ‘Edwirɛ tɛɛ biala ngɔto yɛ!’ ná ɛmɔahɔ so babɔ sɔ akyiwadeɛ bra he amukoraa?"
11,"You are thieves, and you have made my temple your hideout. But I've seen everything you have done.","Awuro ye bɔ me dumaa la so ye, aso wakakyi awuefoɛ afealeɛ wɔ ɛmɔ nye so anaa? Tie, me bɔbɔ manwu bɔ ɔkɔ so ɔ, AWURADE noa dwirɛ ɛne."
12,"Go to Shiloh, where my sacred tent once stood. Take a look at what I did there. My people Israel sinned, and so I destroyed Shiloh!","Afei, ɛmɔhɔ m’atenaleɛ bɔ né ɔwɔ Silo, nekaa bɔ nnili moa mvale me dumaa ndole so ne, ná ɛmɔɔnea nikyee bɔ ɔnate me maen Yisrael ye bɔne ti mva nyɔle ye ɔ."
13,"While you have been sinning, I have been trying to talk to you, but you refuse to listen.","Na afei, AWURADE nwa nyoo, ɔnate kyɛ ɛmɔayɔ sɔ nningyein hemɔ amukoraa, bɔ ngɔle so ndwudwole ngyirele ɛmɔ dee bɔ ɛmɔandie ne, ná mvrɛle ɛmɔ ne, ɛmɔandɛ me so ne ati,"
14,"Don't think this temple will protect you. Long ago I told your ancestors to build it and worship me here, but now I have decided to tear it down, just as I destroyed Shiloh.","yiti awuro he bɔ me dumaa la so, bɔ ɛmɔafa bɛ wora bawura nu ne, ɔne nekaa bɔ mva mane ɛmɔ ne ɛmɔ nana mɔ ne, edwirɛ bɔ mamaa wato Silo ne yeɛ ngɔmaa ɔkɔto ye ɔ."
16,"Jeremiah, don't pray for these people! I, the Lord, would refuse to listen.","“Yiti wɔ de, nnɛpa kyerɛ ma sɔ maen he, nnɛsũ ma bɛ, nnɛbɔ mbaeɛ ma bɛ, yeɛ nnɛsrɛ ma bɛ, ofikyɛ mengɔtɛ wɔ so."
17,Do you see what the people of Judah are doing in their towns and in the streets of Jerusalem?,"Bɔ bɛyɔ ye wɔ Yuda nguro nemɔ aso ne Yerusalem dwaa nemɔ aso ye, aso ennwu ye?"
18,"Children gather firewood, their fathers build fires, and their mothers mix dough to bake bread for the goddess they call the Queen of Heaven. They even offer wine sacrifices to other gods, just to insult me.","Ngwadaa bubu eyein, seɛ mɔ sɔ see, na mmrasua mɔ fete mɔle bɛfa bɛto taterɛ bɛma bosoen bɔ bɛfrɛ ye Nyameɛso Hemmaa ne; na behwie anonneɛ afɔleɛ bɛma mmosoen foforɛ mɔ bɛfa bewura me apue."
19,But they are not only insulting me; they are also harming themselves by doing these shameful things.,Me yeɛ bewura me apue ye? AWURADE noa dwirɛ ɛne. Aso nna bɛ bɔbɔ yeɛ bɛha bɛ nwo ɔ?
20,"And now, I, the Lord All-Powerful, will flood Judah with my fiery anger until nothing is left—no people or animals, no trees or crops. It Is Useless To Offer Sacrifices","Yiti bɔ AWURADE Nyameɛ kã hɔ ɛhe: Tie, m’ahonehulɛ ne me yaa piri ne, ngohwie ngogua ɛwa, kuro sona ne ngaka so, eburo mmakaa ne aseɛ so mmakaammaa so; ɔkɔyera bɔ ongonua ɔ."
22,"At the time I brought your ancestors out of Egypt, I didn't command them to offer sacrifices to me.","Ofikyɛ kyẽa bɔ nyele ɛmɔ nana mɔ mvili Misraim aseɛ so mmale ne, mangã naen yeralɛ afɔleɛ ne afɔleɛbɔlɛ nwo dwirɛ mangyire bɛ, yeɛ manhyehyɛ ye nwo mmeraa biala mamma bɛ."
23,"Instead, I told them, “If you listen to me and do what I tell you, I will be your God, you will be my people, and all will go well for you.”","Nakoso mmeraa bɔ mva mane bɛ ole kyɛ, ‘Ɛ́mɔtie me dwirɛ, na ngɔyɛ ɛmɔ Nyameɛ, ná ɛmɔ wora ɛmɔayɛ me maen. Na atee amukoraa bɔ nhyehyɛle mmane ɛmɔ ne, so ala yeɛ odi kyɛ ɛmɔfa ɔ, amaa ɔnate so wayie ɛmɔ yé.’"
24,"But your ancestors refused to listen. They were stubborn, and whenever I wanted them to go one way, they always went the other.","Nakoso bandie me dwirɛ, yeɛ banyɛ asoɛ bamma me. Na mmom, belili bɛ bɔbɔ bɛ ti piri bɛyɔle bɔne bɔ bekuro ɔ. Bɛkakyili bɛ si bɛmane me bɔ bannea me nyunu ɔ."
25,"Ever since your ancestors left Egypt, I have been sending my servants the prophets to speak for me.","Ofi kyẽa bɔ ɛmɔ nana mɔ befili Misraim aseɛ so bɛwale bɔ ɔbaadwu ɛnɛ ɔ, mahɔ so masoma me somvoɛ ngɔmhyɛlɛfoɛ amukoraa dee wɔ ɛmɔ berɛ,"
27,"Jeremiah, no matter what you do, the people won't listen.","“Yiti ɛkɔhã sɔ dwirɛ he amukoraa kohyire bɛ, nakoso bengotie wɔ dwirɛ. Ɛkɔfrɛ bɛ, nakoso bɛngɔtɛ wɔ so."
28,"So you must say to them: People of Judah, I am the Lord your God, but you have refused to obey me, and you didn't change when I punished you. And now, you no longer even pretend to be faithful to me.","Kã kyire bɛ kyɛ, ‘Maen bɔ wandie AWURADE ye Nyameɛ dwirɛ, ná wanne ɛtengyɛlɛ bɔ ɔtengyɛ ye wando nu ne, ye ɛhe. Nahorɛ ayie, watu wamini wafi bɛ noa."
29,"Shave your head bald and throw away the hair. Sing a funeral song on top of a barren hill. You people have made me angry, and I have abandoned you.","Tete wɔ ti nwiaa gyi gua; bɔ awuye wɔ mmokaa pralaa nemɔ aso, ofikyɛ aworɛ ndoatoasoɛ bɔ bahu AWURADE ahone ne, wapo bɛ waye ye sa wafi bɛ bo.’"
30,"You have disobeyed me by putting your disgusting idols in my temple, and now the temple itself is disgusting to me.","“Ofikyɛ AWURADE nwa nyoo: Yudafoɛ bayɔ bɔne wɔ me nye so. Bagyinagyina b’akyiwadeɛ nningyein ne wɔ sua bɔ me dumaa la so ne anu, maa ɔnate so bafa efiɛ bahã ye."
31,At Topheth in Hinnom Valley you have built altars where you kill your children and burn them as sacrifices to other gods. I would never think of telling you to do this.,"Na basisi Tofete asɔneyɛɛ nemɔ bɔ ɔwɔ Hinom awa bɔnza ne anu ne, kyɛ bɛfa bɛyera bɛ mma mmienzua ne bɛ mma mmrasua wɔ see nu. Ɛhe te nikyee bɔ mamva ye nwo ahyɛdeɛ mamma bɛ ɔ, yeɛ wamma me ti anu po."
32,"So watch out! Someday that place will no longer be called Topheth or Hinnom Valley. It will be called Slaughter Valley, because you will bury your dead there until you run out of room,","Yiti tie, AWURADE nwa nyoo: Mmerɛ bie ɔ́ba bɔ bɛngɔfrɛ ye Tofete anaa Hinom Awa bɔnza ko, na mmom bɛkɔfrɛ ye Akumyɛɛ bɔnza. Ofikyɛ bekosie fuin wɔ Tofete alaa maa okoodwu kyɛ bennya nekaa ko ɔ."
33,"and then bodies will lie scattered on the ground. Birds and wild animals will come and eat, and no one will be around to scare them off.","Maen he anu ama bɛ fuin kɔyɛ aleɛ kɔma ewienu nnomaa ne aseɛnwo ngaka, na ebiala ngɔfoa bɛ maa bɛngɔnwati."
34,"When I am finished with your land, there will be deathly silence in the empty ruins of Jerusalem and the towns of Judah—no happy voices, no sounds of parties or wedding celebrations.","Na Yuda nguro nemɔ anu ne Yerusalem dwaa nemɔ aso, ahurusililɛ nwo nga, anigye nwo nga, atɔmvorɛ biaa nwo nga, yeɛ atɔmvorɛ braa nwo nga, ngotu bɛ bo, ofikyɛ aseɛ ne kɔyɛ kurofoen."
1,"Then the bones of the dead kings of Judah and their officials will be dug up, along with the bones of the priests, the prophets, and everyone else in Jerusalem","“AWURADE nwa nyoo, sɔ mmerɛ ne anu, bekotu Yuda ahemvo mɔ mmowue, ye mbanyi mɔ mmowue, ye asɔfo mɔ mmowue, ye ngɔmhyɛlɛfoɛ mɔ mmowue ne Yerusalemfoɛ mmowue bekofi b’asieleɛ kumaa nemɔ anu."
2,"who loved and worshiped the sun, moon, and stars. These bones will be scattered and left lying on the ground like trash, where the sun and moon and stars can shine on them.","Bɛkɔfa bɛ bɛkɔsamo ɛhemɔ anyunu: eyia, ɛsraen ne nyameɛso abɔdeɛ amukoraa bɔ behurole bɛ dwirɛ, bɛsole bɛ, belili bɛ si, ná bɛhɔle bɛ berɛ abisa bɛsɔnene bɛ ne. Bɛngɔboaboa mmowue nemɔ anoa, yeɛ bengosie bɛ; bɛkɔyɛ kyɛ fofoɛ wɔ aseɛ so."
3,"Some of you people of Judah will be left alive, but I will force you to go to foreign countries, and you will wish you were dead. I, the Lord God All-Powerful, have spoken. The People Took the Wrong Road","Sɔ amumuyɛɛ abusua bɔ bɛkɔha ne amukoraa, nekaa biala bɔ mafoa bɛ maagua ne, bekohuro kyɛ bekowu tra kyɛ bɛkɔtena ngoa nu ɔ, Asafo AWURADE noa dwirɛ ɛne."
4,"The Lord said: People of Jerusalem, when you stumble and fall, you get back up, and if you take a wrong road, you turn around and go back.","“Kã kyire bɛ kyɛ, Bɔ AWURADE kã ɛhe: Sɛ mmenia befi ase a, benza bendwɔso ko anaa? Sɛ sona di makyebu a, aso onza ye si anaa?"
5,So why do you refuse to come back to me? Why do you hold so tightly to your false gods?,"Na nzu ati yeɛ sɔ Yerusalemfoɛ ye, bafa asefinɛ bayɛ nnaa ye? Batira nnakannaka nu serɛserɛ, na bayɛ b’adwene kyɛ bengosa bɛ si."
6,"I listen carefully, but none of you admit that you've done wrong. Without a second thought, you run down the wrong road like horses running blindly into battle.","Mayɛ asoɛ matie, nakoso bɔ bɛkã ne, nahorɛ nne nu; ebiala nne berɛ bɔ onya ye bɔne nwo nnuhoɛ ɔ, bɔ ɔkã kyɛ, ‘Na nzikyɛ yeɛ mayɔ e?’ Ebiala wamakye waafa ye bɔbɔ ye atee so, kyɛ pɔngɔ bɔ ole amirika ɔkɔ koɛ noa ɔ."
7,"Storks, doves, swallows, and thrushes all know when it's time to fly away for the winter and when to come back. But you, my people, don't know what I demand.","Akyemvona katakyie bɔ ɔwɔ ewienu ne po, ɔse ye mmerɛ; yeɛ aborɔma, nandwinoma ne bɔlanoma bɛse mmerɛ bɔ odi kyɛ bɛba ɔ; nakoso me maen de, benze AWURADE ahyɛdeɛ ne."
8,"You say, “We are wise because we have the teachings and laws of the Lord.” But I say that your teachers have turned my words into lies!","Nzu ati yeɛ ɛmɔkã kyɛ, ‘Yɛse nworɛ, na AWURADE mmeraa ne, yɛ berɛ yeɛ ɔwɔ ɔ’? Nakoso tie, nahorɛ nu, ngondombo bɔ ahyerɛlɛfoɛ nemɔ bahyerɛ ne, wakakyi edwirɛ ne maa wayɛ anoanu."
9,"Your wise men have rejected what I say, and so they have no wisdom. Now they will be trapped and put to shame; they won't know what to do.","Nworɛfoɛ nyunu kogua ase, ahunundetelɛ kɔtɔ bɛ so, ná wahye bɛ. Tie, AWURADE dwirɛ yeɛ bapo ye e, na nzikyɛ nworɛ yeɛ bɛse ɔ?"
10,"I'll give their wives and fields to strangers. Everyone is greedy and dishonest, whether poor or rich. Even the prophets and priests cannot be trusted.","Yiti ngɔfa bɛ ye mɔ ngɔma mmenia foforɛ, ná mafa bɛ boo mɔ mama bɛ pɔfoɛ mɔ, ofikyɛ ofi kwahweabaa so bɔ ɔkwaadwu atitire paa so, bɛ mukoraa bedi aminɛ; ofi ngɔmhyɛlɛniɛ so bɔ ɔkwaadwu ɔsɔfo so, ebiala nate ngondombo atee so."
11,All they ever offer to my deeply wounded people are empty hopes for peace.,"Bande bɛ nye bammia me maen ngena mɔ. Na bɛnwa, ‘Asomdwee oo, asomdwee oo,’ wɔ aberɛ bɔ asomdwee nne berɛ ɔ."
12,"They should be ashamed of the way they live, but they don't even blush. And so, when I punish Judah, they will end up on the ground, dead like everyone else.","Akyiwadeɛ nningyein bɔ bɛyɔle ne, aso ɔyɛle bɛ animguaseɛ? Daabi, wanyɛ bɛ nya koraa, bɛ nye ammɔ bɛ dwɛ po. Yiti bɛ koso bɛkɔtotɔ wɔ mmenia bɔ bɛtotɔ nemɔ anu. Mmerɛ bɔ ngɔhwe bɛ so ne, bekowuwu, AWURADE noa dwirɛ ɛne."
13,"I will wipe them out. They are vines without grapes; fig trees without figs or leaves. They have not done a thing that I told them! I, the Lord, have spoken. The People and Their Punishment","Ngonua bɛ boso amba, AWURADE noa dwirɛ ɛne. Bengonwu bobe mmaa wɔ bobe bakaa so, yeɛ bengonwu borɔdoma wɔ borɔdoma bakaa so. Bɛ nyaa mɔ po kɔkese, na bɔ mva mane bɛ ne, okofi bɛ sa."
14,"The people of Judah say to each other, “What are we waiting for? Let's run to a town with walls and die there. We rebelled against the Lord, and we were sentenced to die by drinking poison.","Yɛtɛ te berɛ yɛyɔ nzu? Ɛ́mɔboaboa ɛmɔ noa, ná ɛ́mɔma yɛhɔ nguro bɔ bato bɛ nwo fasue nemɔ anu yɛɛwuwu wɔ dɔ, ofikyɛ AWURADE yɛ Nyameɛ wanoma yɛ kyɛ yɛwuwu, na wama yɛ nzue bɔ ɛborɔ wɔ nu ɔ kyɛ yɛno, ofikyɛ yayɔ bɔne yatia AWURADE."
15,"We had hoped for peace and a time of healing, but all we got was terror.","Yɛ nye lale asomdwee ate, nakoso nikye paa biala wamvi nu wamma, yɛ nye lale anwonyerɛsalɛ mmerɛ ate, nakoso ahunundetelɛ mmom yeɛ watɔ yɛ so ɔ."
16,"Our enemies have reached the town of Dan in the north, and the snorting of their horses makes us tremble with fear. The enemy will destroy Jerusalem and our entire nation. No one will survive.”","“Bɛte bɛ mbɔngɔ nemɔ nwomeɛlelɛ ne befi Dan; bɛ mbɔngɔ nyii nemɔ, bɛ suɛ ne, ye dede ne ma aseɛ ne amukoraa woso. Ofikyɛ bɛ́ba bɛbasɛkye aseɛ ne, ɔne so nningyein amukoraa, bɛbaabɔ kuro ne, ná bekũkũ nu ama."
17,"“Watch out!” the Lord says. “I'm sending poisonous snakes to attack you, and no one can stop them.” Jeremiah Mourns for His People","Tie, mésoma ewoo mɔ, ɛbɔnaa bɔ ewoo ayire ngora bɛ ɔ, maa bɛba ɛmɔ so na bɛkɔkeka ɛmɔ,” AWURADE noa dwirɛ ɛne. Ngɔmhyɛlɛniɛ n’aworabɔlɛlilɛ"
18,I'm burdened with sorrow and feel like giving up.,"M’anigye atu amini, aworabɔlɛ atira me, me kra wora abɔ wɔ me nu."
