verse_number,english_verse,translation_verse
8,"Then he asked, “Amos, what do you see?” “A measuring line,” I answered. The Lord said, “I'm using this measuring line to show that my people Israel don't measure up, and I won't forgive them any more.","Na Awurade bisaa me se, “Amos, dɛn na wuhu?” Mibuae se, “Kirebennyɛ susudua.” Na Awurade kae se, “Mede kirebennyɛ susudua yi reto me nkurɔfo Israelfo ho; meremfa wɔn ho nkyɛ wɔn bio."
9,"Their sacred places will be destroyed, and I will send war against the nation of King Jeroboam.” Amos and Amaziah",“Wɔbɛsɛe Isak sorɔnsorɔmmea na Israel kronkron tenabea nso wobebubu no; mede mʼafoa bɛsɔre atia Yeroboamfi.” Amos Ne Amasia
10,"Amaziah the priest at Bethel sent this message to King Jeroboam of Israel, “Amos is plotting against you in the very heart of Israel. Our nation cannot put up with his message for very long.","Amasia a ɔyɛ Bet-El sɔfo de nkra kɔmaa Israelhene Yeroboam se, “Amos rebɔ pɔw atia wo wɔ Israel ha yi ara! Nsɛm a ɔreka no nyɛ abodwosɛm."
11,"Here is what he is saying: ‘Jeroboam will be put to death, and the people will be taken to a foreign country.’ ”","Nea Amos reka ni: “ ‘Yeroboam bewu wɔ afoa ano, na ɔkwan biara so Israel bɛkɔ nnommum mu, wɔ akyirikyiri asase so.’ ”"
12,"Then Amaziah told me, “Amos, take your visions and get out! Go back to Judah and earn your living there as a prophet.","Na Amasia ka kyerɛɛ Amos se, “Fi ha kɔ, wo ɔdehufo! San kɔ Yuda asase so na kɔtena hɔ hyɛ wo nkɔm."
13,Don't do any more preaching at Bethel. The king worships here at our national temple.”,"Nhyɛ nkɔm bio wɔ Bet-El ha, efisɛ ha yɛ ɔhene tenabea kronkron ne ahemman no asɔredan.”"
14,"I answered: I'm not a prophet! And I wasn't trained to be a prophet. I am a shepherd, and I take care of fig trees.","Amos buaa Amasia se, “Mennyɛ odiyifo anaa odiyifo bi ba, na na meyɛ oguanhwɛfo a na mehwɛ borɔdɔma nnua nso so."
15,But the Lord told me to leave my herds and preach to the people of Israel.,"Nanso Awurade frɛɛ me fii nguan sohwɛ so, ka kyerɛɛ me se, ‘Kɔhyɛ nkɔm kyerɛ me nkurɔfo Israelfo.’"
17,"Now, listen to what the Lord says about you: Your wife will become a prostitute in the city, your sons and daughters will be killed in war, and your land will be divided among others. You will die in a country of foreigners, and the people of Israel will be dragged from their homeland.","“Enti asɛm a Awurade ka ni: “ ‘Wo yere bɛbɔ aguaman wɔ kuropɔn yi mu, wo mmabarima ne wo mmabea bewuwu wɔ afoa ano. Wobesusuw wʼasase na wakyekyɛ mu, na wʼankasa nso, wubewu wɔ abosonsomman mu, na ɔkwan biara so Israel bɛkɔ nnommum mu, wɔ akyirikyiri asase so.’ ”"
1,The Lord God showed me a basket of ripe fruit,Afei nea Otumfo Awurade yi kyerɛɛ me ni: kɛntɛn a aduaba a abere wɔ mu.
2,"and asked, “Amos, what do you see?” “A basket of ripe fruit,” I replied. Then he said, “This is the end for my people Israel. I won't forgive them again.","Obisae se, “Dɛn na wuhu, Amos?” Mibuae se, “Kɛntɛn a wɔde nnuaba a abere ahyɛ no ma.” Na Awurade ka kyerɛɛ me se, “Me nkurɔfo Israelfo bere no aso; meremfa wɔn ho nkyɛ wɔn bio.”"
3,"Instead of singing in the temple, they will cry and weep. Dead bodies will be everywhere. So keep silent! I, the Lord, have spoken!” Israel Is Doomed The Lord said:","Sɛnea Otumfo Awurade se ni, “Saa da no, hyiadan nnwonto bɛdan agyaadwotwa. Wɔbɛbɔ afunu bebree apete baabiara! Enti yɛ komm!”"
4,You people crush those in need and wipe out the poor.,"Muntie saa asɛm yi, mo a mutiatia mmɔborɔfo so, na mopam ahiafo fi wɔn asase so,"
5,"You say to yourselves, “How much longer before the end of the New Moon Festival? When will the Sabbath be over? Our wheat is ready, and we want to sell it now. We can't wait to cheat and charge high prices for the grain we sell. We will use dishonest scales","na moka se, “Bere bɛn na ɔsram foforo betwa mu ama yɛatɔn aduan, na Homeda bɛba awiei ama yɛadi awi gua?” Sɛ mobɛhyɛ susukoraa mu na moatoto ɔbo so na mode nsania a wɔamia mu asisi atɔfo,"
6,and mix dust in the grain. Those who are needy and poor don't have any money. We will make them our slaves for the price of a pair of sandals.”,"na mode dwetɛ atɔ ahiafo na mmɔborɔfo nso moatɔn wɔn agye mpaboa, na moapra awi ase afra awi mu atɔn."
7,"I, the Lord, won't forget any of this, though you take great pride in your ancestor Jacob.",Awurade de Yakob ahohoahoa aka ntam se: “Me werɛ remfi biribiara a wɔayɛ da.
8,"Your country will tremble, and you will mourn. It will be like the Nile River that rises and overflows, then sinks back down.","“Asase renwosow wɔ nea asi yi ho ana, na wɔn a wɔte mu nyinaa rentwa adwo ana? Asase no nyinaa bɛma ne ho so te sɛ Nil ebubu afa so, na asan atwe bio te sɛ Misraim asubɔnten.”"
9,"On that day, I, the Lord God, will make the sun go down at noon, and I will turn daylight into darkness.","Sɛnea Otumfo Awurade se ni, “Saa da no, mɛma owia atɔ owigyinae, na mama sum aduru asase so awia ketee."
10,"Your festivals and joyful singing will turn into sorrow. You will wear sackcloth and shave your heads, as you would at the death of your only son. It will be a horrible day.",Mɛdan mo nyamesom aponto ama ayɛ awerɛhowdi na mo nnwonto nyinaa adan osu. Mɛma mo nyinaa afura atweaatam na mayi mo tinwi. Mɛyɛ saa da no te sɛ ɔba koro ho awerɛhowdida na awiei no ayɛ sɛ da a ɛyɛ nwen.
11,"I, the Lord, also promise you a terrible shortage, but not of food and water. You will hunger and thirst to hear my message.","“Nna no reba” sɛnea Otumfo Awurade se ni, “Mɛma ɔkɔm aba asase no so, ɛnyɛ aduankɔm anaa osukɔm, na mmom, Awurade asɛm ho kɔm."
12,"You will search everywhere— from north to south, from east to west. You will go all over the earth, seeking a message from me, the Lord. But you won't find one.","Nnipa bɛtɔ ntintan akyinkyin afi po so akɔ po so, na wɔakyinkyin afi atifi fam akɔ apuei fam, sɛ wɔrekɔhwehwɛ Awurade asɛm, nanso wɔrenhu."
13,Your beautiful young women and your young men will faint from thirst.,“Na saa da no “mmabaa ahoɔfɛfo ne mmarimaa ahoɔdenfo bɛtotɔ beraw esiane osukɔm nti.
14,You made promises to the goddess Ashimah at Samaria; you made vows to other gods at the shrines of Dan and Beersheba. So now you will fall and never get up.,"Wɔn a wɔde Samaria aniwu abosom ka ntam, anaa wɔde Dan ne Beer-Seba abosom ka ntam no, wɔbɛhwehwe ase na wɔrensɔre bio.”"
1,"I saw a vision of the Lord standing by the temple altar, and he said, “Shake the columns until the tops fall loose, and the doorposts crumble. Then make the pieces fall on the people below. I will take a sword and kill anyone who escapes.","Mihuu Awurade sɛ ogyina afɔremuka no ho, na ɔkae se, “Bɔ Asɔredan no afadum no atifi na mma ne fapem no nwosow. Munnwiriw ngu nnipa no nyinaa so; wɔn a aka no mede afoa bekunkum wɔn. Ɔbaako mpo rentumi nguan, obiara rennya ne ho sɔnn."
2,"“If they dig deep into the earth or climb to the sky, I'll reach out and get them.","Mpo sɛ wotu fam kɔ ɔda mu a, hɔ na me nsa bɛtwe wɔn afi aba. Mpo sɛ wɔforo kɔ ɔsoro a, hɔ na meyi wɔn afi aba fam."
3,"If they escape to the peaks of Mount Carmel, I'll search and find them. And if they hide from me at the bottom of the ocean, I'll command a sea monster to bite them.","Mpo sɛ wɔkɔtetɛw bepɔw Karmel atifi a, hɔ na metiw wɔn akɔkyere wɔn aba. Mpo sɛ wɔde wɔn ho sie me wɔ po ase a, hɔ na mɛhyɛ ɔwɔ no ama wakɔkeka wɔn."
4,"I'll send a sword to kill them, wherever their enemies drag them off as captives. I'm determined to hurt them, not to help them.” His Name Is the Lord","Mpo sɛ wɔn atamfo de wɔn kɔ nnommum mu a, hɔ na mɛhyɛ afoa akunkum wɔn. “Megyen mʼani ahwɛ wɔn. Mede ɔsɛe bɛba wɔn so na meremmoa wɔn.”"
5,"When the Lord God All-Powerful touches the earth, it melts, and its people mourn. God makes the earth rise and then fall, just like the Nile River.","Awurade, Asafo Awurade, Ɔno na ɔde ne nsa ka asase ma ɛnan, ma wɔn a wɔte so nyinaa twa adwo. Asase no nyinaa ma ne ho so te sɛ Nil na ɛtwe te sɛ Misraim asubɔnten."
6,He built his palace in the heavens and let its foundations rest on the earth. He scoops up the ocean and empties it on the earth. His name is the Lord. The Lord Is God,Ɔno na osi nʼahemfi a ɛkorɔn wɔ ɔsoro na ɔto ne fapem wɔ asase so. Ɔno na ɔboaboa po mu nsu ano na ohwie gu asase so. Awurade ne ne din!
7,"Israel, I am the Lord God, and the Ethiopians are no less important to me than you are. I brought you out of Egypt, but I also brought the Philistines from Crete and the Arameans from Kir.","“Mo Israelfo, mo ho hia me sen Etiopiafo?” Sɛnea Awurade se ni. Manyi Israelfo amfi Misraim, ne Filistifo amfi Kaftor, ne Aramfo nso amfi Kir ana?"
8,"My eyes have seen what a sinful nation you are, and I'll wipe you out. But I will leave a few of Jacob's descendants. I, the Lord, have spoken!","“Ampa ara Otumfo Awurade ani wɔ nnebɔne ahenni no so. Mɛpepa no afi asase ani, nanso merensɛe Yakobfi korakora,” sɛnea Awurade se ni."
9,"At my command, all of you will be sifted like grain. Israelites who remain faithful will be scattered among the nations. And the others will be trapped like trash in a sifter.","“Na mɛhyɛ, na mɛwosow Israelfi, wɔ amanaman nyinaa mu, sɛnea wohuhuw atoko so wɔ huhuamoa mu na aba fua mpo ntɔ fam no."
10,"Some of you are evil, and you deny that you will ever get caught. But you will be killed. The Lord's Promise to Israel","Nnebɔneyɛfo a wɔwɔ me nkurɔfo mu nyinaa bɛtotɔ wɔ afoa ano, wɔn a wɔka se, ‘Amanehunu rento yɛn anaa ɛremma yɛn so da no.’ Israel Nsiesiei"
11,"In the future, I will rebuild David's fallen kingdom. I will build it from its ruins and set it up again, just as it used to be.","“Saa da no, mɛsan aba abesi “Dawid fi a abubu no bio. Mesiesie ne mmeae a asɛesɛe no, na masi no sɛnea na ɛte no,"
12,"Then you will capture Edom and the other nations that are mine. I, the Lord, have spoken, and my words will come true.","na wɔafa Edom nkae no ne amanaman a me din da wɔn so.” Awurade a waka no, ɔno na ɔbɛyɛ eyinom nyinaa."
13,You will have such a harvest that you won't be able to bring in all of your wheat before plowing time. You will have grapes left over from season to season; your fruitful vineyards will cover the mountains.,"“Nna no reba,” sɛnea Awurade se ni, “A nnɔbae no bɛba ntɛm ama otwafo no, na bobe no abu so ama nea otiatia nsakyiamoa no so no. Nsa foforo bɛsosɔ afi mmepɔw no so na ateɛ afi nkoko no nyinaa so."
14,I'll make Israel prosper again. You will rebuild your towns and live in them. You will drink wine from your own vineyards and eat the fruit you grow.,Mede me nkurɔfo Israel nnommum bɛsan aba. “Wɔbɛsan asiesie nkuropɔn a asɛe no na wɔatena mu. Wɔbɛyɛ bobe nturo na wɔanom mu nsa; wɔbɛyɛ mfikyifuw na wɔadi so nnuaba.
15,"I'll plant your roots deep in the land I have given you, and you won't ever be uprooted again. I, the Lord God, have spoken!","Mede Israelfo bedua wɔn ankasa asase so a wɔrentu bio da mfi asase a mede ama wɔn no so,” sɛnea Awurade, mo Nyankopɔn se ni."
1,"The Lord God gave Obadiah a message about Edom, and this is what we heard: “I, the Lord, have sent a messenger with orders for the nations to attack Edom.”","Anisoadehu a Awurade Nyankopɔn daa no adi faa Edom asase ho kyerɛɛ Obadia ni: Yɛate asɛm a efi Awurade nkyɛn. Wɔsomaa ɔnanmusini bi kɔɔ aman so kɔkae se, “Monsɔre na momma yɛnkɔko ntia Edom.”"
2,The Lord said to Edom: I will make you the weakest and most despised nation.,"Awurade ka kyerɛ Edom se: “Hwɛ, mɛbrɛ wo ase. Mɛyɛ wo ketewa wɔ aman no mu, na wɔabu wo animtiaa."
3,"You live in a mountain fortress, because your pride makes you feel safe from attack, but you are mistaken.","Wayɛ ahantan adaadaa wo ho, Wo a wote abotan ntokuru mu na woayɛ wʼatenae wɔ mmepɔw so, na woka kyerɛ wo ho se, ‘Hena na obetumi ayi me asi fam?’"
4,"I will still bring you down, even if you fly higher than an eagle or nest among the stars. I, the Lord, have spoken!","Sɛ wutu kɔ wim sɛ akɔre, na woyɛ wo berebuw wɔ nsoromma ntam mpo a, hɔ na mɛba abɛtwe wo adwira fam.” Sɛnea Awurade se ni."
5,"If thieves break in at night, they steal only what they want. And people who harvest grapes always leave some unpicked. But, Edom, you are doomed!","“Sɛ akorɔmfo ba wo so, anaa adwowtwafo ba wo so anadwo a, atoyerɛnkyɛm bɛn na ɛrento wo? Na wɔrennwia wo nneɛma dodow a wɔpɛ ana? Sɛ bobe abatewfo ba wo so a, ɛnyɛ bobe aba kakraa bi pɛ na wobegyaw ama wo ana?"
6,Everything you treasure most will be taken from you.,"Na wo Esau de, wobewia wʼademude a wode asie na wɔayɛ wo dosodoso."
7,"Your allies can't be trusted. They will force you out of your own country. And your best friends will trick and trap you, even before you know it.","Wɔn a wo ne wɔn wɔ nkabom nyinaa bedi wo huammɔ. Wɔn a wʼadwene yɛ wo sɛ wo ne wɔn te asomdwoe mu no bɛdaadaa wo adi wo so, wɔn a wodi wʼaduan no asum wo afiri, nanso, wunhui."
8,"Edom, when this happens, I, the Lord, will destroy all your marvelous wisdom.","“Saa da no,” Awurade na ose, “Merensɛe anyansafo a wɔwɔ Edom ana, mmarima a wɔte asɛm ase a wɔwɔ Esau mmepɔw so ana?"
9,"Warriors from the city of Teman will be terrified, and you descendants of Esau will be wiped out. The Lord Condemns Edom's Cruelty","Teman wʼakofo bɛbɔ hu ne obiara a ɔwɔ Esau bepɔw so no, wobetwitwa mo atɔre mo ase."
10,"You were cruel to your relatives, the descendants of Jacob. Now you will be destroyed, disgraced forever.","Esiane basabasayɛ a woyɛ tiaa wo nua Yakob no nti aniwu bɛka wo, na wɔbɛsɛe wo koraa."
11,"You stood there and watched as foreigners entered Jerusalem and took what they wanted. In fact, you were no better than those foreigners.","Da a wugyinaa ntentenso hwɛɛ no haa, maa ananafo faa nʼahonyade kɔe na ahɔho hyɛn ne kurow apon mu, na wɔbɔɔ Yerusalem so ntonto no, na wote sɛ wɔn mu baako."
12,Why did you celebrate when such a dreadful disaster struck your relatives? Why were you so pleased when everyone in Judah was suffering?,"Anka ɛnsɛ sɛ wubu wo nua animtiaa bere a ɔwɔ asiane mu, anaa sɛ wudi ahurusi wɔ Yudafo so bere a wɔwɔ ɔsɛe mu, na mpo wohoahoa wo ho bere a wɔwɔ ahohia mu no."
14,"In their time of torment, you ambushed refugees and handed them over to their attackers. The Lord Will Judge the Nations",Anka ɛnsɛ sɛ wotɛw wɔn nkwantanan so kunkum nʼaguanfo Na wuyi wɔn a aka no ma wɔ wɔn amanehunuda no mu.
15,"The day is coming when I, the Lord, will judge the nations. And, Edom, you will pay in full for what you have done.","“Awurade da no abɛn ama amanaman nyinaa. Na hwɛ, Edom, sɛnea woyɛɛ no saa ara na wɔbɛyɛ wo. Wo nneyɛe bɛsan abegu wʼapampam."
16,I forced the people of Judah to drink the wine of my anger on my sacred mountain. Soon the neighboring nations must drink their fill— then vanish without a trace. Victory for Israel,"Sɛnea mononom nsã wɔ me bepɔw kronkron so no, saa ara na amanaman no nyinaa bɛkɔ so anom, saa ara na ɛbɛkɔ so da biara na wɔbɛyɛ te sɛ nea wonni hɔ."
17,"The Lord's people who escape will go to Mount Zion, and it will be holy. Then Jacob's descendants will capture the land of those who took their land.","Na ogye bɛba Sion bepɔw so na ɛbɛyɛ kronkronbea, na Yakob nsa bɛsan aka nʼagyapade."
18,"Israel will be a fire, and Edom will be straw going up in flames. The Lord has spoken!",Yakob bɛyɛ ogya na Yosef ayɛ ogyatannaa; Esau bɛyɛ adehunu bi na wɔde no bɛto ogya so ahyew no a obiara renka wɔ Esau ase.” Nea Awurade se ni.
19,"The people of Israel who live in the Southern Desert will take the land of Edom. Those who live in the hills will capture Philistia, Ephraim, and Samaria. And the tribe of Benjamin will conquer Gilead.","Nkurɔfo a wofi Negeb no bɛtena Esau mmepɔw so, Na wɔn a wofi nkoko no ase no, bɛfa Filisti asase no, na wɔbɛfa Efraim ne Samaria mfuw atena so, na Benyamin nso afa Gilead."
20,Those who return from captivity will control Phoenicia as far as Zarephath. Captives from Jerusalem who were taken to Sepharad will capture the towns of the Southern Desert.,Nnipakuw yi a wɔyɛ Israelfo a wotwaa wɔn asu kɔɔ Kanaan no bɛfa Kanaan asase no akosi Sarefat; na Yerusalemfo a wotwaa wɔn asu a wɔte Safarad no bɛfa Negeb nkurow no adi so.
21,Those the Lord has saved will live on Mount Zion and rule over Edom. Then the kingdom will belong to the Lord.,"Agyefo bɛkɔ Sion bepɔw so, akodi Edom mmepɔw no so. Na ahenni no bɛyɛ Awurade de!"
1,"One day the Lord told Jonah, the son of Amittai,","Awurade asɛm baa Amitai babarima Yona nkyɛn se,"
